,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
9267,20150504T000000,329000.0,2,1.0,990,57499,1.0,0,0,2,6,1949,0,98070,47.4145,-122.463,2090,27442
9268,20140703T000000,715000.0,3,4.0,2080,2250,3.0,0,4,3,8,1997,0,98103,47.6598,-122.355,2080,2250
9269,20150424T000000,780000.0,3,4.0,2080,2250,3.0,0,4,3,8,1997,0,98103,47.6598,-122.355,2080,2250
9270,20140818T000000,410000.0,2,1.0,1480,4080,1.0,0,0,3,7,1949,0,98117,47.6842,-122.393,1310,4080
9271,20150506T000000,778100.0,2,1.0,1480,4080,1.0,0,0,3,7,1949,0,98117,47.6842,-122.393,1310,4080
9272,20150330T000000,406000.0,3,1.0,1090,11292,1.0,0,0,4,7,1952,0,98133,47.7429,-122.358,1570,8198
9273,20140505T000000,665000.0,4,2.5,2800,5900,1.0,0,0,3,8,1963,0,98115,47.6809,-122.286,2580,5900
9274,20141125T000000,305000.0,2,1.0,1000,8212,1.0,0,0,4,7,1947,0,98133,47.7444,-122.341,1620,8214
9275,20140822T000000,265000.0,3,2.5,1640,7668,2.0,0,0,3,7,1991,0,98038,47.3505,-122.027,1850,7200
9276,20141002T000000,485000.0,4,1.0,1620,4080,1.5,0,0,3,7,1923,0,98105,47.6696,-122.324,1760,4080
9277,20140507T000000,600000.0,3,2.5,2460,108900,1.0,0,0,4,9,1977,0,98027,47.4824,-122.0,2870,102366
9278,20150421T000000,510000.0,2,1.5,1860,5100,1.0,0,0,3,7,1940,0,98136,47.5573,-122.392,1710,5100
9279,20140521T000000,195000.0,2,1.0,1080,3899,1.0,0,0,4,8,1972,0,98198,47.3792,-122.321,1090,3899
9280,20140528T000000,432500.0,3,1.75,1980,5100,1.0,0,0,3,7,1965,0,98103,47.6911,-122.347,1400,5100
9281,20141210T000000,490000.0,3,1.75,1510,8433,1.0,0,0,4,7,1967,0,98008,47.6226,-122.103,1950,8199
9282,20140711T000000,270000.0,3,2.5,1690,7165,2.0,0,0,4,7,1992,0,98038,47.3498,-122.058,1410,8590
9283,20140826T000000,370000.0,2,1.5,1010,2102,2.0,0,0,3,7,1984,0,98119,47.6374,-122.375,1480,2632
9284,20141215T000000,327500.0,3,2.5,2090,12027,2.0,0,0,3,8,1991,0,98031,47.4084,-122.213,2090,12666
9285,20150323T000000,826000.0,2,1.0,1060,6120,1.0,0,0,3,7,1908,0,98103,47.6739,-122.329,1730,4080
9286,20140701T000000,510000.0,3,1.75,1750,7020,2.0,0,0,3,7,1934,1978,98010,47.3264,-122.038,1170,9546
9287,20150311T000000,587750.0,2,1.0,890,4730,1.0,0,0,3,7,1941,0,98103,47.6876,-122.341,1330,5904
9288,20150327T000000,449228.0,5,2.5,3020,24750,1.0,0,0,3,8,1965,0,98005,47.5897,-122.179,2930,16062
9289,20140902T000000,565000.0,3,2.5,2030,217805,1.0,0,0,3,9,1999,0,98070,47.3942,-122.515,1870,109468
9290,20150424T000000,660000.0,4,2.5,3170,186436,2.0,0,0,3,9,2000,0,98038,47.4475,-122.034,3250,215186
9291,20141203T000000,400000.0,5,2.75,2470,19200,1.0,0,0,5,8,1977,0,98058,47.4496,-122.083,2140,35140
9292,20140506T000000,612500.0,4,2.0,2060,5000,1.0,0,0,3,7,1949,2013,98117,47.6992,-122.379,1280,5000
9293,20150313T000000,560000.0,4,1.75,2120,6250,1.0,0,0,5,7,1917,0,98136,47.5506,-122.385,1410,6250
9294,20140903T000000,727000.0,3,2.25,2180,4200,1.5,0,0,5,8,1939,0,98112,47.6412,-122.302,1850,4200
9295,20150423T000000,224000.0,4,3.0,2300,7609,2.0,0,0,4,7,1976,0,98002,47.2943,-122.227,940,5937
9296,20141017T000000,1080000.0,4,2.5,4200,35267,2.0,0,0,3,11,1990,0,98077,47.7108,-122.071,3540,22234
9297,20150423T000000,439000.0,3,2.25,1480,7565,1.0,0,0,3,7,1977,0,98034,47.7288,-122.191,1660,7565
9298,20140508T000000,335000.0,3,1.5,2240,87625,1.5,0,0,2,7,1980,0,98092,47.3043,-122.094,1920,110206
9299,20141016T000000,779000.0,4,1.5,2740,4912,1.0,0,0,4,8,1937,0,98199,47.6523,-122.412,2160,5006
9300,20140730T000000,452000.0,5,1.75,1830,47916,1.5,0,0,3,6,1948,0,98045,47.4881,-121.777,2010,13135
9301,20150327T000000,775000.0,4,3.0,2000,5304,1.5,0,0,4,7,1947,0,98115,47.6762,-122.285,1670,5304
9302,20140916T000000,235000.0,3,1.75,1380,8362,1.0,0,0,3,7,1967,0,98003,47.3121,-122.323,1380,8800
9303,20141028T000000,370000.0,3,1.75,1620,37913,2.0,0,0,4,7,1953,1975,98001,47.2875,-122.289,2190,21518
9304,20141114T000000,790000.0,4,3.0,3180,12070,2.0,0,0,4,9,1976,0,98074,47.6371,-122.058,3110,12600
9305,20141201T000000,903000.0,2,1.5,1140,7800,1.0,0,0,4,6,1947,0,98004,47.6142,-122.209,2020,7800
9306,20140627T000000,209950.0,3,1.0,970,9583,1.0,0,0,4,6,1967,0,98023,47.3044,-122.366,970,7875
9307,20140827T000000,309000.0,3,2.5,1780,7859,2.0,0,0,3,7,1988,0,98038,47.3772,-122.045,1670,6618
9308,20140609T000000,440000.0,3,1.75,2240,8153,1.0,0,0,3,7,1948,0,98125,47.7303,-122.329,1710,8100
9309,20141006T000000,571500.0,4,2.25,2810,25990,2.0,0,0,3,8,1959,0,98001,47.2993,-122.293,2020,16140
9310,20140815T000000,514000.0,2,1.0,920,4000,1.0,0,0,4,7,1906,0,98105,47.6711,-122.328,1300,4000
9311,20140728T000000,323000.0,3,1.75,1830,12500,1.0,0,1,3,7,1947,0,98178,47.5087,-122.25,1830,7300
9312,20141103T000000,290000.0,2,1.75,1560,7575,1.0,0,0,3,8,2002,0,98030,47.3776,-122.228,2050,9000
9313,20141205T000000,2575000.0,4,4.25,5540,15408,2.0,0,1,3,11,2006,0,98004,47.6071,-122.212,3570,14750
9314,20141009T000000,1362500.0,3,2.0,2310,21318,1.0,0,0,3,10,1979,1996,98004,47.6381,-122.224,2950,21814
9315,20140723T000000,551000.0,4,1.5,1470,5100,1.5,0,0,3,7,1946,0,98117,47.6769,-122.381,1470,5100
9316,20141023T000000,960000.0,4,2.5,3430,43560,1.5,0,2,5,10,1979,0,98005,47.6426,-122.18,3700,44431
9317,20141103T000000,720000.0,5,2.5,2900,9525,2.0,0,0,3,9,1989,0,98006,47.5442,-122.138,2910,11854
9318,20140506T000000,218000.0,3,1.75,1850,7684,1.0,0,0,3,8,1979,0,98023,47.2975,-122.37,1940,7630
9319,20141223T000000,334950.0,4,2.5,2190,7000,2.0,0,0,3,8,1997,0,98042,47.3718,-122.109,2040,7700
9320,20140729T000000,605000.0,4,2.25,2510,31584,2.0,0,0,4,9,1979,0,98074,47.6153,-122.054,2510,39221
9321,20141217T000000,825000.0,4,3.25,3200,4477,2.0,0,0,3,9,2006,0,98199,47.664,-122.402,1830,4920
9322,20140812T000000,268500.0,4,1.75,1670,8000,1.0,0,0,4,8,1974,0,98023,47.3193,-122.383,1720,8000
9323,20140627T000000,230000.0,3,1.75,1010,9600,1.0,0,0,5,7,1969,0,98042,47.3828,-122.09,1320,9600
9324,20141121T000000,1335000.0,4,4.0,5050,202554,2.0,0,0,3,10,2000,0,98027,47.5269,-121.922,3370,213444
9325,20150401T000000,245500.0,2,1.5,1430,9782,1.0,0,0,3,7,1955,0,98188,47.441,-122.282,1430,9828
9326,20140729T000000,440000.0,3,2.25,1880,7989,1.0,0,0,3,7,1982,0,98125,47.7077,-122.299,1820,7414
9327,20141007T000000,571500.0,4,2.75,2180,5799,2.0,0,0,4,8,1993,0,98029,47.5702,-121.995,2060,6061
9328,20150427T000000,182500.0,3,2.25,1830,4744,2.0,0,0,3,7,1997,0,98001,47.2734,-122.248,1670,8001
9329,20141028T000000,217000.0,2,1.0,970,5600,1.0,0,0,3,6,1951,0,98118,47.5297,-122.277,1020,5600
9330,20150109T000000,335000.0,2,1.5,1170,5248,1.0,0,0,5,6,1941,0,98126,47.5318,-122.374,1170,5120
9331,20140524T000000,501000.0,2,1.0,1010,4320,1.0,0,0,5,7,1924,0,98115,47.6846,-122.317,1680,4320
9332,20141027T000000,339950.0,3,2.5,2140,7641,1.0,0,0,3,8,1979,0,98056,47.5053,-122.186,2090,8000
9333,20150121T000000,340000.0,3,1.75,2230,10403,1.0,0,0,3,8,1968,0,98198,47.4092,-122.295,1730,9450
9334,20150204T000000,582500.0,2,1.0,1140,23779,1.5,0,0,3,6,1966,0,98033,47.6948,-122.172,2940,8417
9335,20140825T000000,298800.0,2,1.0,860,8189,1.0,0,0,3,6,1948,0,98155,47.735,-122.306,1180,8189
9336,20150312T000000,317500.0,6,1.75,2540,8400,1.0,0,0,3,8,1977,0,98058,47.4414,-122.129,1900,7695
9337,20150402T000000,598000.0,4,2.5,2420,5118,1.5,0,2,5,7,1926,0,98126,47.5671,-122.378,1740,5750
9338,20150430T000000,375000.0,2,2.25,1640,2240,2.0,0,0,3,8,1980,0,98133,47.7154,-122.341,1640,2240
9339,20150116T000000,465000.0,4,2.25,2550,7650,2.0,0,2,4,9,1996,0,98106,47.5296,-122.342,2550,7650
9340,20150225T000000,551870.0,3,2.5,2507,18400,2.0,0,0,3,8,2006,0,98001,47.2867,-122.27,1520,14709
9341,20140508T000000,295000.0,3,2.5,1920,7229,2.0,0,0,3,8,1993,0,98003,47.2659,-122.31,2310,8009
9342,20140924T000000,263500.0,4,1.75,2210,6375,1.0,0,0,3,8,1977,0,98003,47.3268,-122.328,2070,7210
9343,20140616T000000,1095000.0,4,4.0,3530,8400,2.0,0,0,5,8,1958,0,98199,47.6402,-122.395,2340,8216
9344,20141112T000000,300000.0,2,1.0,1100,4010,1.5,0,0,5,6,1920,0,98106,47.5296,-122.351,980,4501
9345,20140722T000000,780000.0,4,1.0,3390,4500,1.5,0,0,3,8,1924,2014,98144,47.5824,-122.293,2030,4872
9346,20150327T000000,325000.0,3,1.5,1590,7936,1.0,0,0,3,7,1956,0,98106,47.5201,-122.366,1590,7936
9347,20140807T000000,370000.0,2,1.0,820,6550,1.0,0,0,3,7,1949,2012,98126,47.5478,-122.381,1640,6550
9348,20140725T000000,715000.0,4,2.5,2370,10000,1.0,0,0,5,8,1974,0,98052,47.6383,-122.099,2480,9875
9349,20150116T000000,356000.0,4,2.0,1600,12500,1.0,0,0,5,7,1938,0,98166,47.4713,-122.355,1260,8306
9350,20150324T000000,329950.0,4,1.75,1740,7208,1.5,0,0,3,8,1976,0,98058,47.4483,-122.13,1680,7350
9351,20140623T000000,490000.0,3,2.25,1470,2500,2.0,0,0,3,8,1984,0,98117,47.6762,-122.36,1640,4300
9352,20140610T000000,429000.0,3,3.25,1410,1246,3.0,0,0,3,8,2005,0,98103,47.6981,-122.34,1410,1253
9353,20150331T000000,510000.0,4,2.5,1620,8125,2.0,0,0,4,7,1983,0,98074,47.6255,-122.059,1480,8120
9354,20140924T000000,550000.0,3,2.5,2360,4080,2.0,0,0,3,7,2003,0,98053,47.6825,-122.038,2290,4080
9355,20150105T000000,467500.0,3,1.0,1830,6453,1.0,0,0,4,7,1956,0,98125,47.7139,-122.288,1670,8012
9356,20140623T000000,615000.0,5,2.0,2130,4180,1.5,0,0,5,7,1926,0,98116,47.575,-122.388,1710,4180
9357,20141013T000000,325000.0,2,1.0,990,15120,1.0,0,0,4,6,1953,0,98011,47.7669,-122.206,1300,11500
9358,20140808T000000,219950.0,2,1.0,1010,4120,2.0,0,0,3,6,1907,1953,98055,47.488,-122.2,1200,4120
9359,20150413T000000,950000.0,3,1.0,1720,9830,1.0,0,0,4,7,1946,0,98040,47.5905,-122.245,3200,8923
9360,20140922T000000,925000.0,3,1.0,1630,3200,1.5,0,0,4,8,1912,0,98109,47.6351,-122.352,1710,3600
9361,20140519T000000,251200.0,4,1.5,1310,8250,1.0,0,0,3,7,1953,0,98148,47.425,-122.332,1260,8255
9362,20140918T000000,215000.0,3,1.5,1610,5304,1.0,0,0,4,6,1968,0,98042,47.3632,-122.087,1060,5304
9363,20140805T000000,245000.0,3,2.0,1850,8208,1.0,0,0,4,7,1970,0,98023,47.3109,-122.362,1790,8174
9364,20150206T000000,259000.0,3,1.75,1270,4815,1.5,0,0,3,6,1922,0,98108,47.5495,-122.31,1270,6431
9365,20141113T000000,349950.0,4,1.5,1420,6720,1.5,0,0,3,7,1925,0,98108,47.5518,-122.311,1560,5600
9366,20141118T000000,1565000.0,5,4.5,5220,67319,2.0,0,0,3,11,2001,0,98072,47.7666,-122.128,4190,40609
9367,20150508T000000,600000.0,2,1.0,1410,4500,1.0,0,0,3,7,1939,0,98117,47.6883,-122.384,1300,4500
9368,20141002T000000,405000.0,2,1.5,1170,1274,3.0,0,0,3,8,2001,0,98107,47.6719,-122.381,1290,1308
9369,20141202T000000,625000.0,3,2.5,1860,10027,2.0,0,0,3,8,1993,0,98033,47.6775,-122.165,1530,9204
9370,20140717T000000,430000.0,4,1.0,1620,37075,1.5,0,0,3,7,1943,0,98024,47.5654,-121.929,2190,87117
9371,20150429T000000,533000.0,3,3.0,1280,1085,3.0,0,0,3,8,2004,0,98103,47.6569,-122.346,1300,1310
9372,20140728T000000,1050000.0,4,2.5,2750,9949,2.0,0,0,3,10,1999,0,98007,47.6595,-122.147,2750,9860
9373,20141024T000000,230000.0,3,1.75,1420,3000,1.0,0,0,3,5,1931,2014,98178,47.4928,-122.274,1960,5000
9374,20140905T000000,275000.0,4,1.75,2000,8700,1.0,0,0,5,7,1975,0,98042,47.374,-122.141,1490,7350
9375,20140610T000000,403000.0,2,1.0,1100,3598,1.0,0,0,4,7,1926,0,98144,47.5738,-122.313,1240,3598
9376,20140910T000000,550388.0,3,3.0,1720,70567,1.0,0,2,5,7,1966,0,98027,47.4936,-122.069,2740,70567
9377,20140922T000000,415500.0,3,1.5,1240,12400,1.0,0,0,3,7,1958,0,98007,47.607,-122.132,1640,9600
9378,20150420T000000,913000.0,3,1.75,2170,4000,1.0,0,0,4,7,1925,0,98103,47.6546,-122.337,1890,4000
9379,20150313T000000,334998.0,2,1.0,1800,5182,1.0,0,0,3,6,1942,0,98108,47.5508,-122.3,1570,5876
9380,20140509T000000,201500.0,3,1.0,1160,8320,1.0,0,0,4,7,1959,0,98032,47.3831,-122.288,1480,7800
9381,20150327T000000,820000.0,3,2.5,3030,46538,2.0,0,0,3,10,1997,0,98053,47.664,-122.041,3370,51450
9382,20140611T000000,371000.0,3,1.0,890,7200,1.0,0,0,3,7,1951,0,98125,47.71,-122.286,1630,7455
9383,20141022T000000,229950.0,4,2.5,2150,7670,1.0,0,0,5,7,1976,0,98031,47.3942,-122.189,1610,7350
9384,20150422T000000,344900.0,4,2.5,2150,7670,1.0,0,0,5,7,1976,0,98031,47.3942,-122.189,1610,7350
9385,20140820T000000,840000.0,3,2.5,2060,9715,2.0,0,0,3,8,1924,2006,98115,47.6961,-122.316,1240,7072
9386,20140916T000000,285000.0,3,1.5,1380,12196,1.0,0,0,4,7,1967,0,98003,47.3204,-122.322,1600,10720
9387,20150326T000000,475000.0,4,2.25,1800,7200,1.0,0,0,3,7,1979,0,98177,47.7717,-122.376,2260,7498
9388,20150303T000000,420000.0,2,1.0,1460,7832,1.0,0,0,3,6,1924,0,98166,47.4617,-122.346,1460,7632
9389,20141030T000000,685000.0,3,2.0,2210,5000,1.5,0,2,3,7,1909,0,98103,47.6754,-122.357,1920,5000
9390,20140721T000000,879000.0,4,3.0,3590,89640,2.0,0,0,3,10,2005,0,98077,47.7557,-122.036,2790,54014
9391,20150120T000000,197200.0,3,1.0,1140,8775,1.0,0,0,3,6,1942,0,98146,47.4824,-122.336,1300,8775
9392,20140703T000000,529950.0,3,1.0,1240,5000,1.5,0,0,5,7,1909,0,98107,47.6755,-122.367,1240,4900
9393,20140505T000000,1090000.0,4,2.5,4340,141570,2.5,0,0,3,11,1992,0,98053,47.6805,-122.048,2720,97138
9394,20140520T000000,792000.0,3,1.5,1570,1050,2.0,0,0,3,8,1915,0,98109,47.6358,-122.356,2070,3600
9395,20140820T000000,262000.0,3,2.5,1680,10300,2.0,0,0,4,7,1994,0,98010,47.314,-122.001,1680,9849
9396,20141007T000000,353900.0,3,1.75,1560,5760,1.0,0,0,5,6,1927,0,98106,47.5272,-122.359,1320,7680
9397,20140818T000000,380000.0,1,1.5,1200,44866,1.5,0,0,3,7,1983,0,98019,47.7205,-121.93,1480,67082
9398,20150327T000000,305000.0,3,2.5,1690,5175,2.0,0,0,3,7,2002,0,98038,47.3564,-122.016,1830,5175
9399,20150420T000000,440000.0,4,2.0,2310,5004,1.0,0,0,3,7,1994,0,98108,47.5471,-122.298,1630,5060
9400,20140617T000000,1008000.0,4,3.5,2650,3060,2.0,0,0,3,9,2001,0,98103,47.6735,-122.332,1470,3060
9401,20140919T000000,549900.0,5,3.0,3610,7555,2.0,0,0,3,8,2003,0,98038,47.3534,-122.012,3610,7979
9402,20150127T000000,678500.0,4,3.0,2620,214750,2.0,0,0,3,8,1992,0,98058,47.4239,-122.068,2060,212137
9403,20140826T000000,270000.0,3,2.25,1760,8287,1.0,0,0,3,7,1986,0,98188,47.4501,-122.274,1290,9587
9404,20150330T000000,430000.0,3,1.0,940,12521,1.5,0,0,4,7,1949,0,98133,47.7169,-122.331,1920,9046
9405,20140630T000000,1925000.0,5,4.25,4830,8050,2.5,0,2,4,11,1914,0,98144,47.5789,-122.286,4470,9194
9406,20140813T000000,790500.0,4,2.75,3350,5416,2.0,0,0,3,9,2014,0,98053,47.6849,-122.016,3625,5637
9407,20141017T000000,447450.0,3,2.25,1570,7200,2.0,0,0,3,8,1991,0,98034,47.7332,-122.232,1620,7318
9408,20150209T000000,375000.0,3,2.0,2240,5200,1.0,0,0,3,7,1954,0,98112,47.6191,-122.296,1470,3775
9409,20150206T000000,565000.0,4,2.0,1950,9940,1.0,0,0,4,7,1963,0,98008,47.6332,-122.118,1920,9270
9410,20150423T000000,400000.0,2,1.0,1010,3916,1.0,0,2,4,6,1918,0,98144,47.5728,-122.306,1580,3888
9411,20150220T000000,246000.0,3,1.5,1630,10200,1.0,0,0,4,8,1976,0,98023,47.3155,-122.364,1960,6700
9412,20141029T000000,329922.0,3,1.75,1420,6289,1.0,0,0,3,7,1967,0,98155,47.7398,-122.314,1460,7402
9413,20150414T000000,1249000.0,5,3.25,3950,44431,1.0,0,0,3,10,1969,0,98005,47.6451,-122.173,3860,45870
9414,20150420T000000,375000.0,3,1.0,1210,7425,1.0,0,0,4,6,1910,0,98133,47.7125,-122.33,1260,7425
9415,20140508T000000,385000.0,3,1.75,1890,9920,1.0,0,0,3,7,1944,0,98125,47.7327,-122.306,1380,9086
9416,20140903T000000,591500.0,4,2.5,1690,4080,1.5,0,0,4,7,1912,0,98117,47.6825,-122.379,1600,4590
9417,20140918T000000,255000.0,4,2.0,2560,12155,1.0,0,0,4,7,1960,0,98003,47.3326,-122.323,1790,11906
9418,20150316T000000,275000.0,3,1.5,1350,7800,1.0,0,0,3,7,1959,0,98059,47.4805,-122.158,1510,8040
9419,20141229T000000,800000.0,4,2.75,3120,5000,2.0,0,0,3,9,2010,0,98074,47.594,-122.062,3200,5000
9420,20150425T000000,327000.0,2,1.0,1140,7435,1.0,0,0,3,7,1952,1990,98125,47.73,-122.31,1320,9385
9421,20141230T000000,355000.0,4,1.5,2230,11536,1.0,0,1,4,7,1954,0,98166,47.4409,-122.348,2170,12465
9422,20141003T000000,310000.0,2,1.0,1050,8220,1.0,0,0,4,6,1947,0,98155,47.7598,-122.316,1340,7651
9423,20140519T000000,869000.0,5,3.25,4180,49222,2.0,0,0,4,8,1979,0,98027,47.5488,-122.094,3170,8029
9424,20140808T000000,272000.0,3,2.0,1200,5700,1.0,0,0,5,7,1942,0,98178,47.5031,-122.242,1190,6384
9425,20140711T000000,665000.0,5,2.25,3320,60984,2.0,0,0,3,9,2000,0,98045,47.4862,-121.718,1580,55322
9426,20141117T000000,225000.0,3,2.5,1590,8449,2.0,0,0,3,7,1989,0,98030,47.3493,-122.177,1750,7172
9427,20141226T000000,375000.0,3,2.5,2750,37096,2.0,0,0,3,9,1989,0,98038,47.3732,-122.023,2700,40091
9428,20140610T000000,375500.0,3,1.5,1530,7200,1.0,0,0,3,8,1975,0,98155,47.7691,-122.297,2150,7216
9429,20150402T000000,550000.0,3,1.75,1570,6500,1.0,0,0,3,7,1948,0,98116,47.565,-122.398,1570,5750
9430,20140918T000000,248000.0,3,1.0,1470,7680,1.0,0,0,3,7,1946,0,98106,47.5276,-122.359,1470,6784
9431,20150506T000000,546940.0,3,1.0,1470,7680,1.0,0,0,3,7,1946,0,98106,47.5276,-122.359,1470,6784
9432,20140902T000000,680000.0,4,3.0,3150,6175,2.0,0,0,3,9,2001,0,98075,47.5968,-122.017,3150,6986
9433,20140718T000000,350000.0,4,2.5,2380,6124,2.0,0,0,3,8,1997,0,98030,47.3662,-122.175,2170,6097
9434,20150325T000000,593000.0,2,2.5,2000,2500,3.0,0,1,3,8,1994,0,98116,47.5788,-122.396,1970,5650
9435,20150319T000000,390000.0,2,1.0,1140,8147,1.0,0,0,3,7,1958,0,98125,47.7278,-122.289,1260,8148
9436,20141007T000000,297000.0,3,1.0,1340,18000,1.0,0,0,4,7,1924,0,98070,47.4443,-122.509,1660,196591
9437,20150305T000000,355000.0,2,1.0,1450,9150,1.0,0,0,4,7,1965,0,98188,47.4689,-122.277,1440,10636
9438,20140814T000000,309900.0,3,2.5,2020,26670,2.0,0,0,3,7,1987,0,98003,47.2597,-122.31,1680,10939
9439,20140924T000000,257000.0,3,2.25,1810,12000,2.0,0,0,3,7,1992,0,98003,47.3476,-122.3,1720,9916
9440,20140826T000000,1698000.0,4,3.0,3600,9687,2.0,0,0,4,9,1959,1995,98004,47.6257,-122.208,2620,10400
9441,20150113T000000,300000.0,3,2.0,1260,2550,2.0,0,0,3,7,1987,0,98117,47.6821,-122.378,1590,3825
9442,20141217T000000,500000.0,3,2.0,1560,1156,3.0,0,0,3,8,2014,0,98122,47.605,-122.304,1560,1728
9443,20141016T000000,900000.0,8,4.0,4020,7500,1.0,0,0,3,8,1968,0,98107,47.6732,-122.363,1560,3737
9444,20140515T000000,695000.0,4,3.0,3150,9130,2.0,0,0,3,9,2001,0,98075,47.5974,-122.017,2970,6228
9445,20141218T000000,213400.0,4,2.5,1680,6655,2.0,0,0,3,7,2001,0,98030,47.3867,-122.191,1680,6982
9446,20140709T000000,425000.0,2,1.0,1320,8830,1.0,0,0,3,7,1939,0,98199,47.6433,-122.404,1620,8531
9447,20140811T000000,420000.0,3,3.0,2700,47050,2.0,0,0,4,9,1986,0,98058,47.4446,-122.104,2260,45901
9448,20150209T000000,411000.0,1,1.0,1080,5000,1.5,0,0,3,7,1948,0,98199,47.6603,-122.394,1620,4000
9449,20150209T000000,762500.0,4,2.25,3130,41382,2.0,0,0,3,9,1986,0,98053,47.6683,-122.034,3130,54886
9450,20140527T000000,569950.0,5,4.5,4850,40902,2.0,0,0,3,10,2001,0,98023,47.3181,-122.344,1640,13503
9451,20150424T000000,258000.0,4,1.0,1220,8500,1.5,0,0,5,6,1916,0,98168,47.4792,-122.277,1460,8500
9452,20150224T000000,499000.0,3,2.25,1780,3665,2.0,0,0,3,8,2004,0,98029,47.5495,-121.997,1770,3669
9453,20150511T000000,310000.0,3,1.0,1250,10723,1.0,0,0,4,7,1961,0,98059,47.4894,-122.135,1520,10723
9454,20141103T000000,398500.0,2,2.5,1780,1311,3.0,0,0,3,8,2005,0,98103,47.6962,-122.34,1390,1227
9455,20140613T000000,250600.0,4,2.5,1930,8660,1.0,0,0,3,7,1981,0,98001,47.3261,-122.26,1830,9591
9456,20140812T000000,352000.0,4,2.5,2470,6116,1.0,0,0,3,7,1985,0,98038,47.3792,-122.047,1670,7627
9457,20140715T000000,600000.0,2,1.0,1180,2160,1.0,0,1,3,7,1909,0,98119,47.6313,-122.368,2700,5400
9458,20150324T000000,645000.0,3,1.0,2270,4182,1.0,0,0,4,7,1946,0,98115,47.688,-122.32,1860,4080
9459,20140724T000000,291500.0,4,2.5,1770,5000,2.0,0,0,3,7,2004,0,98038,47.3503,-122.005,2080,5100
9460,20140508T000000,350000.0,4,1.75,2250,13515,1.0,0,0,4,8,1940,0,98030,47.3789,-122.229,2150,12508
9461,20140919T000000,279000.0,3,2.5,1540,7280,1.0,0,0,3,7,1974,0,98003,47.3102,-122.322,1220,6440
9462,20150304T000000,320000.0,2,1.0,820,5400,1.0,0,0,3,6,1940,0,98117,47.6976,-122.375,1370,5632
9463,20150310T000000,495000.0,2,2.0,1580,5203,1.0,0,0,3,8,2004,0,98053,47.7174,-122.032,1560,4770
9464,20140828T000000,490000.0,4,2.5,2430,42646,1.0,0,0,3,7,1989,0,98014,47.6164,-121.953,2000,38159
9465,20140717T000000,770000.0,5,1.5,2160,5000,1.5,0,2,4,8,1926,0,98107,47.6645,-122.36,1450,4265
9466,20140709T000000,215000.0,3,1.75,1770,29004,1.0,0,0,3,8,1959,0,98023,47.3204,-122.364,2300,24534
9467,20150330T000000,665000.0,3,3.5,3580,95832,1.5,0,0,3,9,2005,0,98038,47.4239,-122.015,2880,60548
9468,20140819T000000,423500.0,3,2.25,1890,7498,1.0,0,0,3,7,1987,0,98125,47.73,-122.297,1660,8100
9469,20141009T000000,850000.0,3,3.0,1910,4800,1.5,0,0,3,9,1900,1991,98103,47.6572,-122.346,1280,1310
9470,20140513T000000,155000.0,2,1.0,910,6232,1.0,0,0,3,6,1943,0,98118,47.5328,-122.272,1070,6232
9471,20150413T000000,505000.0,3,2.25,1460,7210,1.0,0,0,3,7,1963,0,98008,47.6316,-122.119,1850,7519
9472,20150227T000000,780000.0,3,3.5,3310,5558,2.0,0,0,3,9,2005,0,98029,47.5553,-122.003,3310,5270
9473,20140825T000000,165000.0,3,1.5,1630,22764,1.0,0,0,3,7,1970,0,98032,47.3611,-122.293,1620,17859
9474,20140828T000000,707000.0,2,2.5,2130,5001,1.0,0,0,5,8,1972,0,98199,47.6573,-122.399,1750,6000
9475,20150501T000000,497000.0,3,2.5,1220,1475,3.0,0,0,3,8,2000,0,98117,47.6909,-122.395,1220,1546
9476,20141105T000000,349170.0,4,1.75,1670,8856,1.0,0,2,3,7,1955,0,98178,47.5056,-122.251,1660,8088
9477,20150102T000000,287000.0,4,1.5,1300,10050,1.5,0,0,3,7,1963,0,98059,47.4899,-122.116,1730,10050
9478,20141119T000000,2375000.0,4,2.5,3220,20251,1.0,0,0,3,10,1969,0,98006,47.5692,-122.192,4200,22114
9479,20140602T000000,645000.0,4,2.5,2430,14400,1.0,0,0,5,8,1963,0,98007,47.6202,-122.138,2140,9048
9480,20141016T000000,238000.0,5,2.25,2240,9652,2.0,0,0,3,7,1990,0,98055,47.4249,-122.211,2180,11644
9481,20150213T000000,328000.0,5,2.25,2240,9652,2.0,0,0,3,7,1990,0,98055,47.4249,-122.211,2180,11644
9482,20141103T000000,365000.0,2,1.5,790,1123,2.0,0,0,3,8,2003,0,98119,47.651,-122.368,1370,1281
9483,20150317T000000,380000.0,3,1.0,1380,8147,1.0,0,0,4,7,1948,0,98155,47.7407,-122.3,1360,8147
9484,20150310T000000,525000.0,4,1.5,1680,10500,2.0,0,0,3,7,1962,0,98033,47.6806,-122.166,1830,10264
9485,20140625T000000,402000.0,4,2.25,2000,3672,2.0,0,0,5,7,1926,0,98117,47.6769,-122.383,2000,5100
9486,20150424T000000,308000.0,2,1.0,1680,9250,1.0,0,0,3,7,1969,0,98072,47.7618,-122.162,1590,9542
9487,20141009T000000,405000.0,3,2.5,1960,6997,2.0,0,0,3,7,2006,0,98065,47.5415,-121.887,2320,5178
